Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([ 0.00428464]), action=0, next_state=array([-0.0587045]), reward=-0.058704504210691344)
Transition(state=array([-0.0587045]), action=0, next_state=array([-0.07887874]), reward=-0.0788787367777176)
Transition(state=array([-0.07887874]), action=0, next_state=array([-0.07891838]), reward=-0.07891838264282408)
Transition(state=array([-0.07891838]), action=0, next_state=array([-0.0338791]), reward=-0.03387909996665045)
Transition(state=array([-0.0338791]), action=0, next_state=array([-0.10158403]), reward=-0.10158403221724242)
Transition(state=array([-0.10158403]), action=1, next_state=array([ 0.00459339]), reward=-0.004593392911748886)
Transition(state=array([ 0.00459339]), action=0, next_state=array([-0.07840707]), reward=-0.07840706767839138)
Transition(state=array([-0.07840707]), action=0, next_state=array([-0.16224517]), reward=-0.16224516747312603)
Transition(state=array([-0.16224517]), action=1, next_state=array([ 0.02548502]), reward=-0.02548502313859012)
Transition(state=array([ 0.02548502]), action=0, next_state=array([ 0.08508232]), reward=-0.08508232289062322)
Transition(state=array([ 0.08508232]), action=0, next_state=array([ 0.07512636]), reward=-0.07512635542433954)
Transition(state=array([ 0.07512636]), action=0, next_state=array([ 0.06132139]), reward=-0.061321385009863526)
Transition(state=array([ 0.06132139]), action=0, next_state=array([ 0.12638069]), reward=-0.12638068673743688)
Transition(state=array([ 0.12638069]), action=2, next_state=array([-0.03144725]), reward=-0.03144725264717836)
Transition(state=array([-0.03144725]), action=0, next_state=array([-0.00070028]), reward=-0.0007002848365869063)
Transition(state=array([-0.00070028]), action=0, next_state=array([-0.00101605]), reward=-0.00101605347277951)
Transition(state=array([-0.00101605]), action=0, next_state=array([ 0.01115743]), reward=-0.011157433804755269)
Transition(state=array([ 0.01115743]), action=0, next_state=array([ 0.05059479]), reward=-0.05059479116687938)
Transition(state=array([ 0.05059479]), action=0, next_state=array([-0.04197808]), reward=-0.041978076336145566)
Transition(state=array([-0.04197808]), action=0, next_state=array([-0.07985205]), reward=-0.07985204965391464)
Transition(state=array([-0.07985205]), action=0, next_state=array([ 0.01468982]), reward=-0.014689821236352457)
Transition(state=array([ 0.01468982]), action=0, next_state=array([-0.03525392]), reward=-0.03525392281443635)
Transition(state=array([-0.03525392]), action=0, next_state=array([-0.0190126]), reward=-0.019012598433477728)
Transition(state=array([-0.0190126]), action=0, next_state=array([-0.02469737]), reward=-0.024697374016303026)
Transition(state=array([-0.02469737]), action=0, next_state=array([-0.06956941]), reward=-0.06956940872395856)
Transition(state=array([-0.06956941]), action=0, next_state=array([-0.15438818]), reward=-0.15438817921957007)
Transition(state=array([-0.15438818]), action=1, next_state=array([-0.05470498]), reward=-0.054704978795982934)
Transition(state=array([-0.05470498]), action=0, next_state=array([-0.11283945]), reward=-0.11283944962381251)
Transition(state=array([-0.11283945]), action=1, next_state=array([ 0.01140067]), reward=-0.011400670356873213)
Transition(state=array([ 0.01140067]), action=0, next_state=array([ 0.00853566]), reward=-0.008535663542568642)
Transition(state=array([ 0.00853566]), action=0, next_state=array([-0.01036173]), reward=-0.010361733262923521)
Transition(state=array([-0.01036173]), action=0, next_state=array([-0.06527472]), reward=-0.06527472235429)
Transition(state=array([-0.06527472]), action=0, next_state=array([ 0.02685132]), reward=-0.02685131974796813)
Transition(state=array([ 0.02685132]), action=0, next_state=array([-0.03146696]), reward=-0.03146695971746749)
Transition(state=array([-0.03146696]), action=0, next_state=array([-0.05043172]), reward=-0.05043172248336518)
Transition(state=array([-0.05043172]), action=0, next_state=array([-0.09857487]), reward=-0.09857487096686494)
Transition(state=array([-0.09857487]), action=0, next_state=array([-0.09544209]), reward=-0.09544208529964494)
Transition(state=array([-0.09544209]), action=0, next_state=array([-0.07574176]), reward=-0.0757417585652189)
Transition(state=array([ 0.23939878]), action=2, next_state=array([ 0.17909495]), reward=-0.17909494711745758)
Transition(state=array([ 0.17909495]), action=2, next_state=array([ 0.0715595]), reward=-0.07155950463172586)
Transition(state=array([ 0.0715595]), action=0, next_state=array([ 0.1684059]), reward=-0.16840590430381136)
Transition(state=array([ 0.1684059]), action=2, next_state=array([-0.00183252]), reward=-0.0018325206511652786)
Transition(state=array([-0.00183252]), action=0, next_state=array([ 0.02028071]), reward=-0.020280710916672523)
Transition(state=array([ 0.02028071]), action=0, next_state=array([ 0.07269865]), reward=-0.0726986465792958)
Transition(state=array([ 0.07269865]), action=0, next_state=array([ 0.04217649]), reward=-0.042176494804068)
Transition(state=array([ 0.04217649]), action=0, next_state=array([ 0.07887231]), reward=-0.07887230511094534)
Transition(state=array([ 0.07887231]), action=0, next_state=array([ 0.02764979]), reward=-0.027649794782713406)
Transition(state=array([ 0.02764979]), action=0, next_state=array([-0.02641165]), reward=-0.02641165249964928)
Transition(state=array([-0.02641165]), action=0, next_state=array([-0.00119257]), reward=-0.001192567931473671)
Transition(state=array([-0.00119257]), action=0, next_state=array([ 0.02047477]), reward=-0.020474773240453898)
Transition(state=array([ 0.02047477]), action=0, next_state=array([ 0.10097672]), reward=-0.10097672084107191)
Transition(state=array([ 0.10097672]), action=2, next_state=array([-0.02541196]), reward=-0.02541196039960919)
Transition(state=array([-0.02541196]), action=0, next_state=array([-0.04564635]), reward=-0.04564634756327849)
Transition(state=array([-0.04564635]), action=0, next_state=array([-0.03696735]), reward=-0.03696734656302084)
Transition(state=array([-0.03696735]), action=0, next_state=array([-0.05733928]), reward=-0.05733927633135766)
Transition(state=array([-0.05733928]), action=0, next_state=array([-0.08544328]), reward=-0.0854432757778984)
Transition(state=array([-0.08544328]), action=0, next_state=array([-0.10445898]), reward=-0.10445897758703335)
Transition(state=array([-0.10445898]), action=1, next_state=array([ 0.0639878]), reward=-0.06398780083574153)
Transition(state=array([ 0.0639878]), action=0, next_state=array([ 0.09458928]), reward=-0.09458928019614082)
Transition(state=array([ 0.09458928]), action=0, next_state=array([ 0.16533876]), reward=-0.16533875661131636)
Transition(state=array([ 0.16533876]), action=2, next_state=array([ 0.007076]), reward=-0.0070759950987511755)
Transition(state=array([ 0.007076]), action=0, next_state=array([ 0.09110044]), reward=-0.09110044107428132)
Transition(state=array([ 0.09110044]), action=0, next_state=array([ 0.15757736]), reward=-0.15757736005759787)
Transition(state=array([ 0.15757736]), action=2, next_state=array([-0.03710223]), reward=-0.037102233718842845)
Transition(state=array([-0.03710223]), action=0, next_state=array([-0.13107316]), reward=-0.13107315826221225)
Transition(state=array([-0.13107316]), action=1, next_state=array([ 0.01593561]), reward=-0.015935609332072914)
Transition(state=array([ 0.01593561]), action=0, next_state=array([ 0.04385967]), reward=-0.04385966749135373)
Transition(state=array([ 0.04385967]), action=0, next_state=array([ 0.09464563]), reward=-0.09464563345913593)
Transition(state=array([ 0.09464563]), action=0, next_state=array([ 0.12513359]), reward=-0.12513359213514075)
Transition(state=array([ 0.12513359]), action=2, next_state=array([-0.01896884]), reward=-0.01896883573232)
Transition(state=array([-0.01896884]), action=0, next_state=array([-0.03732634]), reward=-0.03732633650170121)
Transition(state=array([-0.03732634]), action=0, next_state=array([-0.07525905]), reward=-0.0752590534802049)
Transition(state=array([-0.07525905]), action=0, next_state=array([-0.08334904]), reward=-0.08334903847819866)
Transition(state=array([-0.08334904]), action=0, next_state=array([-0.01469046]), reward=-0.01469046364021527)
Transition(state=array([-0.01469046]), action=0, next_state=array([ 0.04806648]), reward=-0.04806648342713574)
Transition(state=array([ 0.04806648]), action=0, next_state=array([ 0.05350046]), reward=-0.05350046125354793)
Transition(state=array([ 0.05350046]), action=0, next_state=array([ 0.01367633]), reward=-0.013676328393818299)
Transition(state=array([ 0.01367633]), action=0, next_state=array([-0.04050766]), reward=-0.040507663564159996)
Transition(state=array([-0.04050766]), action=0, next_state=array([-0.10906154]), reward=-0.10906154447659912)
Transition(state=array([-0.10906154]), action=1, next_state=array([-0.04868213]), reward=-0.04868213203535868)
Transition(state=array([-0.04868213]), action=0, next_state=array([-0.09727371]), reward=-0.09727370521522066)
Transition(state=array([-0.09727371]), action=0, next_state=array([-0.11324436]), reward=-0.11324435859217453)
Transition(state=array([-0.11324436]), action=1, next_state=array([ 0.05274098]), reward=-0.05274098232759136)
Transition(state=array([ 0.05274098]), action=0, next_state=array([ 0.01988157]), reward=-0.019881568694276854)
Transition(state=array([ 0.01988157]), action=0, next_state=array([-0.02866755]), reward=-0.028667548149800652)
Transition(state=array([-0.02866755]), action=0, next_state=array([-0.12167996]), reward=-0.12167995778040541)
Transition(state=array([-0.12167996]), action=1, next_state=array([ 0.05132175]), reward=-0.05132174631065535)
Transition(state=array([ 0.05132175]), action=0, next_state=array([-0.03549126]), reward=-0.035491259741264256)
Transition(state=array([-0.03549126]), action=0, next_state=array([ 0.03415791]), reward=-0.03415790902997484)
Transition(state=array([ 0.03415791]), action=0, next_state=array([ 0.02036988]), reward=-0.02036988334430232)
Transition(state=array([ 0.02036988]), action=0, next_state=array([-0.05596255]), reward=-0.05596254780590878)
Transition(state=array([-0.05596255]), action=0, next_state=array([-0.14335014]), reward=-0.14335014475222826)
Transition(state=array([-0.14335014]), action=1, next_state=array([-0.01416104]), reward=-0.01416103864113162)
Transition(state=array([-0.01416104]), action=0, next_state=array([ 0.07357148]), reward=-0.07357148373429838)
Transition(state=array([ 0.07357148]), action=0, next_state=array([ 0.12206193]), reward=-0.12206192502974926)
Transition(state=array([ 0.12206193]), action=2, next_state=array([-0.00847046]), reward=-0.008470459602350364)
Transition(state=array([-0.00847046]), action=0, next_state=array([-0.01112611]), reward=-0.011126108760521789)
Transition(state=array([-0.01112611]), action=0, next_state=array([ 0.03822751]), reward=-0.03822750779780075)
Transition(state=array([ 0.03822751]), action=0, next_state=array([-0.03152461]), reward=-0.03152460887152944)
Transition(state=array([-0.03152461]), action=0, next_state=array([-0.10740715]), reward=-0.10740714549554807)
Transition(state=array([-0.10740715]), action=1, next_state=array([-0.09761763]), reward=-0.097617627407074)
Transition(state=array([-0.09761763]), action=0, next_state=array([-0.15690282]), reward=-0.15690282440313802)
Transition(state=array([-0.15690282]), action=1, next_state=array([-0.0019283]), reward=-0.0019283003642564522)
Transition(state=array([-0.0019283]), action=0, next_state=array([ 0.02814179]), reward=-0.028141788874763075)
Transition(state=array([ 0.02814179]), action=0, next_state=array([ 0.11209951]), reward=-0.11209950576133754)
Transition(state=array([ 0.11209951]), action=2, next_state=array([ 0.11107915]), reward=-0.11107915408214256)
Transition(state=array([ 0.11107915]), action=2, next_state=array([ 0.06503783]), reward=-0.06503783092665436)
Transition(state=array([ 0.06503783]), action=0, next_state=array([ 0.08405975]), reward=-0.08405975301214919)
Transition(state=array([ 0.08405975]), action=0, next_state=array([ 0.15664704]), reward=-0.1566470378098579)
Transition(state=array([ 0.15664704]), action=2, next_state=array([ 0.05807962]), reward=-0.0580796204837207)
Transition(state=array([ 0.05807962]), action=0, next_state=array([ 0.04900422]), reward=-0.04900422122258869)
Transition(state=array([ 0.04900422]), action=0, next_state=array([ 0.12740496]), reward=-0.12740496009635627)
Transition(state=array([ 0.12740496]), action=2, next_state=array([ 0.09834431]), reward=-0.09834430621892976)
Transition(state=array([ 0.09834431]), action=0, next_state=array([ 0.02798189]), reward=-0.027981890110348656)
Transition(state=array([ 0.02798189]), action=0, next_state=array([ 0.03504793]), reward=-0.03504792523897164)
Transition(state=array([ 0.03504793]), action=0, next_state=array([ 0.00360801]), reward=-0.00360800778907084)
Transition(state=array([ 0.00360801]), action=0, next_state=array([ 0.00102781]), reward=-0.0010278139291263156)
Transition(state=array([ 0.00102781]), action=0, next_state=array([-0.04206419]), reward=-0.04206419291830207)
Transition(state=array([-0.04206419]), action=0, next_state=array([-0.04591472]), reward=-0.04591471903032263)
Transition(state=array([-0.04591472]), action=0, next_state=array([-0.07815098]), reward=-0.07815097925337935)
Transition(state=array([-0.07815098]), action=0, next_state=array([-0.01750576]), reward=-0.017505756319094436)
