Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([ 0.25697064, -0.05791086]), action=2, next_state=array([0.25998238, 0.03723158]), reward=-0.2599823820981808)
Transition(state=array([0.25998238, 0.03723158]), action=2, next_state=array([ 0.32153373, -0.04545531]), reward=-0.32153372825949855)
Transition(state=array([ 0.32153373, -0.04545531]), action=2, next_state=array([ 0.17604119, -0.11784866]), reward=-0.1760411912137713)
Transition(state=array([ 0.17604119, -0.11784866]), action=2, next_state=array([ 0.04977079, -0.31290508]), reward=-0.3129050801637921)
Transition(state=array([ 0.04977079, -0.31290508]), action=3, next_state=array([ 0.18461392, -0.35674611]), reward=-0.3567461109029889)
Transition(state=array([ 0.18461392, -0.35674611]), action=3, next_state=array([ 0.11303967, -0.2839685 ]), reward=-0.2839685040390141)
Transition(state=array([ 0.11303967, -0.2839685 ]), action=3, next_state=array([ 0.08638086, -0.17923262]), reward=-0.1792326201708114)
Transition(state=array([ 0.08638086, -0.17923262]), action=3, next_state=array([ 0.16406825, -0.10507034]), reward=-0.16406824922614716)
Transition(state=array([ 0.16406825, -0.10507034]), action=2, next_state=array([-0.07851597, -0.17160665]), reward=-0.17160664553498098)
Transition(state=array([-0.07851597, -0.17160665]), action=1, next_state=array([ 0.16103351, -0.30819357]), reward=-0.3081935678156319)
Transition(state=array([ 0.16103351, -0.30819357]), action=3, next_state=array([-0.02330939, -0.30517542]), reward=-0.30517542147152954)
Transition(state=array([-0.02330939, -0.30517542]), action=3, next_state=array([ 0.136438  , -0.35375879]), reward=-0.3537587912006246)
Transition(state=array([ 0.136438  , -0.35375879]), action=3, next_state=array([ 0.20402975, -0.26439246]), reward=-0.26439245918961607)
Transition(state=array([ 0.20402975, -0.26439246]), action=3, next_state=array([ 0.16389207, -0.07287104]), reward=-0.1638920661365873)
Transition(state=array([ 0.16389207, -0.07287104]), action=2, next_state=array([0.14955991, 0.06366214]), reward=-0.14955990959073726)
Transition(state=array([0.14955991, 0.06366214]), action=2, next_state=array([-0.14418155, -0.10102624]), reward=-0.1441815544548008)
Transition(state=array([-0.14418155, -0.10102624]), action=1, next_state=array([-0.21370167, -0.02472107]), reward=-0.21370166577460445)
Transition(state=array([-0.21370167, -0.02472107]), action=1, next_state=array([-0.07926127,  0.05363783]), reward=-0.07926126566616465)
Transition(state=array([-0.07926127,  0.05363783]), action=1, next_state=array([ 0.21597832, -0.07385813]), reward=-0.21597832204127265)
Transition(state=array([ 0.21597832, -0.07385813]), action=2, next_state=array([ 0.14697942, -0.24806731]), reward=-0.248067308696582)
Transition(state=array([ 0.14697942, -0.24806731]), action=3, next_state=array([ 0.14078086, -0.23646565]), reward=-0.2364656536742172)
Transition(state=array([ 0.14078086, -0.23646565]), action=3, next_state=array([ 0.3279584 , -0.30824858]), reward=-0.3279584047156314)
Transition(state=array([ 0.3279584 , -0.30824858]), action=3, next_state=array([ 0.35333547, -0.11491589]), reward=-0.3533354661977735)
Transition(state=array([ 0.35333547, -0.11491589]), action=2, next_state=array([ 0.08305748, -0.09327434]), reward=-0.09327434217516897)
Transition(state=array([ 0.08305748, -0.09327434]), action=0, next_state=array([ 0.10632565, -0.16203156]), reward=-0.16203155599256347)
Transition(state=array([ 0.10632565, -0.16203156]), action=3, next_state=array([0.29530264, 0.00410585]), reward=-0.29530264403123185)
Transition(state=array([0.29530264, 0.00410585]), action=2, next_state=array([ 0.20059254, -0.04730829]), reward=-0.2005925429961717)
Transition(state=array([ 0.20059254, -0.04730829]), action=2, next_state=array([-0.09749754, -0.16780189]), reward=-0.16780189236727053)
Transition(state=array([-0.09749754, -0.16780189]), action=1, next_state=array([ 0.04294241, -0.16783987]), reward=-0.1678398655810779)
Transition(state=array([ 0.04294241, -0.16783987]), action=3, next_state=array([0.02890793, 0.05407011]), reward=-0.05407011297786024)
Transition(state=array([0.02890793, 0.05407011]), action=0, next_state=array([-0.05925786,  0.18185243]), reward=-0.18185242561988543)
Transition(state=array([-0.05925786,  0.18185243]), action=4, next_state=array([-0.10320473, -0.01611684]), reward=-0.10320473359378111)
Transition(state=array([-0.10320473, -0.01611684]), action=1, next_state=array([-0.08656879, -0.10964127]), reward=-0.10964127182462975)
Transition(state=array([-0.08656879, -0.10964127]), action=1, next_state=array([0.18014042, 0.04836   ]), reward=-0.18014042148397616)
Transition(state=array([0.18014042, 0.04836   ]), action=2, next_state=array([0.00607369, 0.19970353]), reward=-0.1997035312115108)
Transition(state=array([0.00607369, 0.19970353]), action=4, next_state=array([-0.02411149,  0.25941416]), reward=-0.2594141637929236)
Transition(state=array([-0.02411149,  0.25941416]), action=4, next_state=array([-0.07769665,  0.30994614]), reward=-0.3099461433133307)
Transition(state=array([-0.07769665,  0.30994614]), action=4, next_state=array([0.08682463, 0.18440751]), reward=-0.18440751416140408)
Transition(state=array([0.08682463, 0.18440751]), action=4, next_state=array([ 0.26449637, -0.0630194 ]), reward=-0.2644963742093541)
Transition(state=array([ 0.26449637, -0.0630194 ]), action=2, next_state=array([0.28675489, 0.0133445 ]), reward=-0.2867548860648593)
Transition(state=array([0.28675489, 0.0133445 ]), action=2, next_state=array([0.09982078, 0.20027148]), reward=-0.2002714801199703)
Transition(state=array([0.09982078, 0.20027148]), action=4, next_state=array([-0.07139859, -0.06944313]), reward=-0.07139858649246031)
Transition(state=array([-0.07139859, -0.06944313]), action=1, next_state=array([-0.01705252, -0.02469871]), reward=-0.0246987088193536)
Transition(state=array([-0.01705252, -0.02469871]), action=1, next_state=array([0.25423261, 0.030057  ]), reward=-0.25423260699290806)
Transition(state=array([0.25423261, 0.030057  ]), action=2, next_state=array([0.23465514, 0.06440094]), reward=-0.23465514045566446)
Transition(state=array([0.23465514, 0.06440094]), action=2, next_state=array([0.01825838, 0.19548201]), reward=-0.1954820145848634)
Transition(state=array([0.01825838, 0.19548201]), action=4, next_state=array([-0.07260547,  0.12976422]), reward=-0.1297642153559145)
Transition(state=array([-0.07260547,  0.12976422]), action=1, next_state=array([0.08998459, 0.10230515]), reward=-0.10230515217606023)
Transition(state=array([0.08998459, 0.10230515]), action=4, next_state=array([ 0.22827975, -0.04980157]), reward=-0.22827975027954178)
Transition(state=array([ 0.22827975, -0.04980157]), action=2, next_state=array([ 0.22231035, -0.23487205]), reward=-0.23487204559089137)
Transition(state=array([ 0.22231035, -0.23487205]), action=3, next_state=array([ 0.28779825, -0.17258642]), reward=-0.28779824745362165)
Transition(state=array([ 0.28779825, -0.17258642]), action=2, next_state=array([ 0.013592  , -0.03880579]), reward=-0.03880579344532292)
Transition(state=array([0.28272886, 0.30206074]), action=4, next_state=array([0.38414936, 0.07659594]), reward=-0.38414935814438456)
Transition(state=array([0.38414936, 0.07659594]), action=2, next_state=array([ 0.48180426, -0.04790082]), reward=-0.4818042571770569)
Transition(state=array([ 0.48180426, -0.04790082]), action=2, next_state=array([0.46199888, 0.12683779]), reward=-0.46199888240801357)
Transition(state=array([0.46199888, 0.12683779]), action=2, next_state=array([0.53397418, 0.25214836]), reward=-0.5339741838042614)
Transition(state=array([0.53397418, 0.25214836]), action=2, next_state=array([0.60696624, 0.44214128]), reward=-0.6069662353587073)
Transition(state=array([0.60696624, 0.44214128]), action=4, next_state=array([0.619931  , 0.24686937]), reward=-0.6199310025467885)
Transition(state=array([0.619931  , 0.24686937]), action=2, next_state=array([0.54804443, 0.08214298]), reward=-0.5480444295152719)
Transition(state=array([0.54804443, 0.08214298]), action=2, next_state=array([ 0.3912436 , -0.03792227]), reward=-0.3912435972632451)
Transition(state=array([ 0.3912436 , -0.03792227]), action=2, next_state=array([ 0.29152357, -0.10023178]), reward=-0.29152356670366386)
Transition(state=array([ 0.29152357, -0.10023178]), action=2, next_state=array([ 0.38396321, -0.23509272]), reward=-0.38396320756438207)
Transition(state=array([ 0.38396321, -0.23509272]), action=2, next_state=array([ 0.2408961 , -0.06826067]), reward=-0.24089609808920961)
Transition(state=array([ 0.2408961 , -0.06826067]), action=2, next_state=array([ 0.01262933, -0.01074943]), reward=-0.012629333098025886)
Transition(state=array([ 0.01262933, -0.01074943]), action=1, next_state=array([ 0.08069056, -0.08796705]), reward=-0.08796704750929746)
Transition(state=array([ 0.08069056, -0.08796705]), action=0, next_state=array([ 0.20462071, -0.15993956]), reward=-0.2046207064133039)
Transition(state=array([ 0.20462071, -0.15993956]), action=2, next_state=array([ 0.05654491, -0.24954671]), reward=-0.24954671106910992)
Transition(state=array([ 0.05654491, -0.24954671]), action=3, next_state=array([ 0.06259106, -0.15802107]), reward=-0.15802107469706853)
Transition(state=array([ 0.06259106, -0.15802107]), action=3, next_state=array([-0.09861671, -0.16717736]), reward=-0.1671773597962092)
Transition(state=array([-0.09861671, -0.16717736]), action=1, next_state=array([ 0.10079621, -0.03148404]), reward=-0.1007962072094737)
Transition(state=array([ 0.10079621, -0.03148404]), action=0, next_state=array([-0.01535231, -0.17474081]), reward=-0.17474081147596487)
Transition(state=array([-0.01535231, -0.17474081]), action=1, next_state=array([ 0.00417626, -0.28442676]), reward=-0.2844267621217892)
Transition(state=array([ 0.00417626, -0.28442676]), action=3, next_state=array([ 0.00687595, -0.37415584]), reward=-0.3741558402729094)
Transition(state=array([ 0.00687595, -0.37415584]), action=3, next_state=array([ 0.06559174, -0.35933944]), reward=-0.3593394428923904)
Transition(state=array([ 0.06559174, -0.35933944]), action=3, next_state=array([ 0.22548019, -0.39202176]), reward=-0.3920217554621547)
Transition(state=array([ 0.22548019, -0.39202176]), action=3, next_state=array([ 0.06609508, -0.26307811]), reward=-0.2630781148736774)
Transition(state=array([ 0.06609508, -0.26307811]), action=3, next_state=array([ 0.08652038, -0.27849049]), reward=-0.2784904940351316)
Transition(state=array([ 0.08652038, -0.27849049]), action=3, next_state=array([ 0.26861666, -0.05683517]), reward=-0.268616660282858)
Transition(state=array([ 0.26861666, -0.05683517]), action=2, next_state=array([0.27599421, 0.14115588]), reward=-0.27599421456740747)
Transition(state=array([0.27599421, 0.14115588]), action=2, next_state=array([0.24796774, 0.28699053]), reward=-0.28699052642068446)
Transition(state=array([0.24796774, 0.28699053]), action=4, next_state=array([0.14352021, 0.13453422]), reward=-0.14352021036675394)
Transition(state=array([0.14352021, 0.13453422]), action=4, next_state=array([ 0.12184055, -0.10815887]), reward=-0.12184055242657511)
Transition(state=array([ 0.12184055, -0.10815887]), action=3, next_state=array([0.1286217 , 0.18104686]), reward=-0.18104686326640318)
Transition(state=array([0.1286217 , 0.18104686]), action=4, next_state=array([ 0.23018062, -0.01333324]), reward=-0.2301806159998351)
Transition(state=array([ 0.23018062, -0.01333324]), action=2, next_state=array([0.19574924, 0.05229976]), reward=-0.19574924230700572)
Transition(state=array([0.19574924, 0.05229976]), action=2, next_state=array([ 0.25478175, -0.10643162]), reward=-0.25478174991686897)
Transition(state=array([ 0.25478175, -0.10643162]), action=2, next_state=array([ 0.19280189, -0.19975071]), reward=-0.19975070694496244)
Transition(state=array([ 0.19280189, -0.19975071]), action=3, next_state=array([ 0.33024867, -0.00460455]), reward=-0.33024867001717334)
Transition(state=array([ 0.33024867, -0.00460455]), action=2, next_state=array([0.158895  , 0.07151193]), reward=-0.1588949965503941)
Transition(state=array([0.158895  , 0.07151193]), action=2, next_state=array([0.23625202, 0.2303635 ]), reward=-0.23625202389260133)
Transition(state=array([0.23625202, 0.2303635 ]), action=2, next_state=array([-0.05732494,  0.11776457]), reward=-0.11776457145394101)
Transition(state=array([-0.05732494,  0.11776457]), action=1, next_state=array([0.20608138, 0.21432069]), reward=-0.2143206938574877)
Transition(state=array([0.20608138, 0.21432069]), action=4, next_state=array([0.18842525, 0.21855809]), reward=-0.2185580886932776)
Transition(state=array([0.18842525, 0.21855809]), action=4, next_state=array([ 0.06844147, -0.00854506]), reward=-0.06844147314420168)
Transition(state=array([ 0.06844147, -0.00854506]), action=0, next_state=array([-0.01307838,  0.05822662]), reward=-0.05822661984505341)
Transition(state=array([-0.01307838,  0.05822662]), action=1, next_state=array([0.01900662, 0.13588468]), reward=-0.13588468078933363)
Transition(state=array([0.01900662, 0.13588468]), action=4, next_state=array([ 0.10761023, -0.08975872]), reward=-0.1076102259415962)
Transition(state=array([ 0.10761023, -0.08975872]), action=0, next_state=array([-0.00480983, -0.02461966]), reward=-0.024619655487889705)
Transition(state=array([-0.00480983, -0.02461966]), action=1, next_state=array([ 0.03854328, -0.13521042]), reward=-0.13521042135598976)
Transition(state=array([ 0.03854328, -0.13521042]), action=3, next_state=array([-0.1584004,  0.0656248]), reward=-0.15840039994613797)
Transition(state=array([-0.1584004,  0.0656248]), action=1, next_state=array([-0.06695404, -0.03225021]), reward=-0.06695404200951482)
Transition(state=array([-0.06695404, -0.03225021]), action=1, next_state=array([0.09411275, 0.03161646]), reward=-0.09411274845779526)
Transition(state=array([0.09411275, 0.03161646]), action=0, next_state=array([0.16956658, 0.06458812]), reward=-0.1695665777347808)
Transition(state=array([0.16956658, 0.06458812]), action=2, next_state=array([0.14878551, 0.08892981]), reward=-0.1487855051997173)
Transition(state=array([0.14878551, 0.08892981]), action=2, next_state=array([-0.14232722, -0.08182946]), reward=-0.14232722495348932)
Transition(state=array([-0.14232722, -0.08182946]), action=1, next_state=array([-0.0699457 , -0.18800584]), reward=-0.18800583747467473)
Transition(state=array([-0.0699457 , -0.18800584]), action=1, next_state=array([ 0.0225848 , -0.12099415]), reward=-0.12099414914640504)
Transition(state=array([ 0.0225848 , -0.12099415]), action=1, next_state=array([ 0.31528094, -0.2892188 ]), reward=-0.31528093617562924)
Transition(state=array([ 0.31528094, -0.2892188 ]), action=3, next_state=array([ 0.4172418 , -0.32245208]), reward=-0.41724180112031006)
Transition(state=array([ 0.4172418 , -0.32245208]), action=3, next_state=array([ 0.45842625, -0.04610766]), reward=-0.4584262478149302)
Transition(state=array([ 0.45842625, -0.04610766]), action=2, next_state=array([ 0.51422817, -0.10353835]), reward=-0.5142281657190925)
